Location,Social Category,year,level,gender,drop out rate
Bihar,Overall,2016-17,upper primary,boys,13.65
Chandigarh,General,2016-17,upper primary,boys,0
Chandigarh,SC,2016-17,upper primary,boys,0
Chandigarh,ST,2016-17,upper primary,boys,3.85
Chandigarh,OBC,2016-17,upper primary,boys,0
Chandigarh,Overall,2016-17,upper primary,boys,0
Chhattisgarh,General,2016-17,upper primary,boys,0
Chhattisgarh,SC,2016-17,upper primary,boys,8.69
Chhattisgarh,ST,2016-17,upper primary,boys,9.7
Chhattisgarh,OBC,2016-17,upper primary,boys,6.06
Chhattisgarh,Overall,2016-17,upper primary,boys,7.05
Dadra & Nagar Haveli,General,2016-17,upper primary,boys,3.43
Dadra & Nagar Haveli,SC,2016-17,upper primary,boys,0
Dadra & Nagar Haveli,ST,2016-17,upper primary,boys,3.53
Dadra & Nagar Haveli,OBC,2016-17,upper primary,boys,0
Dadra & Nagar Haveli,Overall,2016-17,upper primary,boys,2.42
Daman & Diu,General,2016-17,upper primary,boys,6.71
Daman & Diu,SC,2016-17,upper primary,boys,0
Daman & Diu,ST,2016-17,upper primary,boys,0
Daman & Diu,OBC,2016-17,upper primary,boys,0
Daman & Diu,Overall,2016-17,upper primary,boys,0.86
Delhi,General,2016-17,upper primary,boys,2.69
Delhi,SC,2016-17,upper primary,boys,0
Delhi,ST,2016-17,upper primary,boys,0
Delhi,OBC,2016-17,upper primary,boys,0
Delhi,Overall,2016-17,upper primary,boys,0.75
Goa,General,2016-17,upper primary,boys,3.23
Goa,SC,2016-17,upper primary,boys,0
Goa,ST,2016-17,upper primary,boys,0
Goa,OBC,2016-17,upper primary,boys,0
Goa,Overall,2016-17,upper primary,boys,0
Gujarat,General,2016-17,upper primary,boys,2.43
Gujarat,SC,2016-17,upper primary,boys,4.33
Gujarat,ST,2016-17,upper primary,boys,8.03
Gujarat,OBC,2016-17,upper primary,boys,5.54
Gujarat,Overall,2016-17,upper primary,boys,5
Haryana,General,2016-17,upper primary,boys,0
Haryana,SC,2016-17,upper primary,boys,2.14
Haryana,ST,2016-17,upper primary,boys,0
Haryana,OBC,2016-17,upper primary,boys,1.49
Haryana,Overall,2016-17,upper primary,boys,0
Himachal Pradesh,General,2016-17,upper primary,boys,1.5
Himachal Pradesh,SC,2016-17,upper primary,boys,1.14
Himachal Pradesh,ST,2016-17,upper primary,boys,0
Himachal Pradesh,OBC,2016-17,upper primary,boys,0
Himachal Pradesh,Overall,2016-17,upper primary,boys,0.74
Jammu & Kashmir,General,2016-17,upper primary,boys,9.96
Jammu & Kashmir,SC,2016-17,upper primary,boys,4.16
Jammu & Kashmir,ST,2016-17,upper primary,boys,11.23
Jammu & Kashmir,OBC,2016-17,upper primary,boys,0
Jammu & Kashmir,Overall,2016-17,upper primary,boys,8.72
Jharkhand,General,2016-17,upper primary,boys,14.95
Jharkhand,SC,2016-17,upper primary,boys,26.31
Jharkhand,ST,2016-17,upper primary,boys,21.69
Jharkhand,OBC,2016-17,upper primary,boys,17.01
Jharkhand,Overall,2016-17,upper primary,boys,19.22
Karnataka,General,2016-17,upper primary,boys,0
Karnataka,SC,2016-17,upper primary,boys,4.46
Karnataka,ST,2016-17,upper primary,boys,7.56
Karnataka,OBC,2016-17,upper primary,boys,6.96
Karnataka,Overall,2016-17,upper primary,boys,2.94
Kerala,General,2016-17,upper primary,boys,0
Kerala,SC,2016-17,upper primary,boys,0.02
Kerala,ST,2016-17,upper primary,boys,3.61
Kerala,OBC,2016-17,upper primary,boys,0
Kerala,Overall,2016-17,upper primary,boys,0
Lakshadweep,General,2016-17,upper primary,boys,0
Lakshadweep,SC,2016-17,upper primary,boys,0
Lakshadweep,ST,2016-17,upper primary,boys,1.47
Lakshadweep,OBC,2016-17,upper primary,boys,33.33
Lakshadweep,Overall,2016-17,upper primary,boys,1.45
Madhya Pradesh,General,2016-17,upper primary,boys,4.53
Madhya Pradesh,SC,2016-17,upper primary,boys,6.66
Madhya Pradesh,ST,2016-17,upper primary,boys,10.56
Madhya Pradesh,OBC,2016-17,upper primary,boys,5.02
Madhya Pradesh,Overall,2016-17,upper primary,boys,6.48
Maharashtra,General,2016-17,upper primary,boys,0.68
Maharashtra,SC,2016-17,upper primary,boys,0
Maharashtra,ST,2016-17,upper primary,boys,3.12
Maharashtra,OBC,2016-17,upper primary,boys,0.26
Maharashtra,Overall,2016-17,upper primary,boys,0.7
Manipur,General,2016-17,upper primary,boys,35.13
Manipur,SC,2016-17,upper primary,boys,13.62
Manipur,ST,2016-17,upper primary,boys,11.72
Manipur,OBC,2016-17,upper primary,boys,0
Manipur,Overall,2016-17,upper primary,boys,12.67
Meghalaya,General,2016-17,upper primary,boys,22.6
Meghalaya,SC,2016-17,upper primary,boys,42.71
Meghalaya,ST,2016-17,upper primary,boys,17.21
Meghalaya,OBC,2016-17,upper primary,boys,7.45
Meghalaya,Overall,2016-17,upper primary,boys,17.97
Mizoram,General,2016-17,upper primary,boys,0
Mizoram,SC,2016-17,upper primary,boys,62.34
Mizoram,ST,2016-17,upper primary,boys,10.17
Mizoram,OBC,2016-17,upper primary,boys,0
Mizoram,Overall,2016-17,upper primary,boys,10.63
Nagaland,General,2016-17,upper primary,boys,5.68
Nagaland,SC,2016-17,upper primary,boys,42.52
Nagaland,ST,2016-17,upper primary,boys,19.75
Nagaland,OBC,2016-17,upper primary,boys,0
Nagaland,Overall,2016-17,upper primary,boys,18.64
Odisha,General,2016-17,upper primary,boys,1.8
Odisha,SC,2016-17,upper primary,boys,5.72
Odisha,ST,2016-17,upper primary,boys,9.39
Odisha,OBC,2016-17,upper primary,boys,3.41
Odisha,Overall,2016-17,upper primary,boys,5.16
Puducherry,General,2016-17,upper primary,boys,0
Puducherry,SC,2016-17,upper primary,boys,0
Puducherry,ST,2016-17,upper primary,boys,0
Puducherry,OBC,2016-17,upper primary,boys,1.48
Puducherry,Overall,2016-17,upper primary,boys,0
Punjab,General,2016-17,upper primary,boys,2.82
Punjab,SC,2016-17,upper primary,boys,4.17
Punjab,ST,2016-17,upper primary,boys,54.42
Punjab,OBC,2016-17,upper primary,boys,0.08
Punjab,Overall,2016-17,upper primary,boys,2.92
Rajasthan,General,2016-17,upper primary,boys,0
Rajasthan,SC,2016-17,upper primary,boys,4.79
Rajasthan,ST,2016-17,upper primary,boys,5.75
Rajasthan,OBC,2016-17,upper primary,boys,4.01
Rajasthan,Overall,2016-17,upper primary,boys,3.65
Sikkim,General,2016-17,upper primary,boys,0
Sikkim,SC,2016-17,upper primary,boys,16.75
Sikkim,ST,2016-17,upper primary,boys,11.01
Sikkim,OBC,2016-17,upper primary,boys,13.87
Sikkim,Overall,2016-17,upper primary,boys,7.55
Tamilnadu,General,2016-17,upper primary,boys,2.93
Tamilnadu,SC,2016-17,upper primary,boys,2.67
Tamilnadu,ST,2016-17,upper primary,boys,5.9
Tamilnadu,OBC,2016-17,upper primary,boys,0.98
Tamilnadu,Overall,2016-17,upper primary,boys,1.52
Telangana,General,2016-17,upper primary,boys,20.21
Telangana,SC,2016-17,upper primary,boys,3.37
Telangana,ST,2016-17,upper primary,boys,7.86
Telangana,OBC,2016-17,upper primary,boys,0
Telangana,Overall,2016-17,upper primary,boys,5.65
Tripura,General,2016-17,upper primary,boys,6.02
Tripura,SC,2016-17,upper primary,boys,6.28
Tripura,ST,2016-17,upper primary,boys,6.62
Tripura,OBC,2016-17,upper primary,boys,3.98
Tripura,Overall,2016-17,upper primary,boys,5.9
Uttarakhand,General,2016-17,upper primary,boys,0.7
Uttarakhand,SC,2016-17,upper primary,boys,7.85
Uttarakhand,ST,2016-17,upper primary,boys,3.27
Uttarakhand,OBC,2016-17,upper primary,boys,2.75
Uttarakhand,Overall,2016-17,upper primary,boys,2.97
Uttar Pradesh,General,2016-17,upper primary,boys,0
Uttar Pradesh,SC,2016-17,upper primary,boys,9.65
Uttar Pradesh,ST,2016-17,upper primary,boys,0
Uttar Pradesh,OBC,2016-17,upper primary,boys,0
Uttar Pradesh,Overall,2016-17,upper primary,boys,0.64
West Bengal,General,2016-17,upper primary,boys,8.73
West Bengal,SC,2016-17,upper primary,boys,13.92
West Bengal,ST,2016-17,upper primary,boys,17.42
West Bengal,OBC,2016-17,upper primary,boys,12.02
West Bengal,Overall,2016-17,upper primary,boys,11.34
All India,Overall,2016-17,upper primary,boys,4.97
Andaman & Nicobar Islands,General,2017-18,upper primary,boys,0.54
Andaman & Nicobar Islands,SC,2017-18,upper primary,boys,0
Andaman & Nicobar Islands,ST,2017-18,upper primary,boys,3.3
Andaman & Nicobar Islands,OBC,2017-18,upper primary,boys,0
Andaman & Nicobar Islands,Overall,2017-18,upper primary,boys,0
Andhra Pradesh,General,2017-18,upper primary,boys,0
Andhra Pradesh,SC,2017-18,upper primary,boys,1.16
Andhra Pradesh,ST,2017-18,upper primary,boys,6.33
Andhra Pradesh,OBC,2017-18,upper primary,boys,0.07
Andhra Pradesh,Overall,2017-18,upper primary,boys,0
Arunachal Pradesh,General,2017-18,upper primary,boys,12.65
Arunachal Pradesh,SC,2017-18,upper primary,boys,25.8
Arunachal Pradesh,ST,2017-18,upper primary,boys,4.48
Arunachal Pradesh,OBC,2017-18,upper primary,boys,4.64
Arunachal Pradesh,Overall,2017-18,upper primary,boys,6.88
Assam,General,2017-18,upper primary,boys,9.71
Assam,SC,2017-18,upper primary,boys,2.45
Assam,ST,2017-18,upper primary,boys,2.27
Assam,OBC,2017-18,upper primary,boys,3.46
Assam,Overall,2017-18,upper primary,boys,6.16
Bihar,General,2017-18,upper primary,boys,4.66
Bihar,SC,2017-18,upper primary,boys,18.75
Bihar,ST,2017-18,upper primary,boys,0
Bihar,OBC,2017-18,upper primary,boys,14.19
Bihar,Overall,2017-18,upper primary,boys,13.31
Chandigarh,General,2017-18,upper primary,boys,0.9
Chandigarh,SC,2017-18,upper primary,boys,0
Chandigarh,ST,2017-18,upper primary,boys,138.89
Chandigarh,OBC,2017-18,upper primary,boys,0
Chandigarh,Overall,2017-18,upper primary,boys,0
Chhattisgarh,General,2017-18,upper primary,boys,1.91
Chhattisgarh,SC,2017-18,upper primary,boys,4.62
Chhattisgarh,ST,2017-18,upper primary,boys,6.79
Chhattisgarh,OBC,2017-18,upper primary,boys,4.63
Chhattisgarh,Overall,2017-18,upper primary,boys,5.07
Dadra & Nagar Haveli,General,2017-18,upper primary,boys,0.14
Dadra & Nagar Haveli,SC,2017-18,upper primary,boys,0
Dadra & Nagar Haveli,ST,2017-18,upper primary,boys,3.3
Dadra & Nagar Haveli,OBC,2017-18,upper primary,boys,7.86
Dadra & Nagar Haveli,Overall,2017-18,upper primary,boys,2.15
Daman & Diu,General,2017-18,upper primary,boys,8.87
Daman & Diu,SC,2017-18,upper primary,boys,0
Daman & Diu,ST,2017-18,upper primary,boys,0
Daman & Diu,OBC,2017-18,upper primary,boys,0
Daman & Diu,Overall,2017-18,upper primary,boys,2.07
Delhi,General,2017-18,upper primary,boys,3.56
Delhi,SC,2017-18,upper primary,boys,0
Delhi,ST,2017-18,upper primary,boys,3.12
Delhi,OBC,2017-18,upper primary,boys,0
Delhi,Overall,2017-18,upper primary,boys,1.55
Goa,General,2017-18,upper primary,boys,0
Goa,SC,2017-18,upper primary,boys,30.31
Goa,ST,2017-18,upper primary,boys,0
Goa,OBC,2017-18,upper primary,boys,8.01
Goa,Overall,2017-18,upper primary,boys,0
Gujarat,General,2017-18,upper primary,boys,0.92
Gujarat,SC,2017-18,upper primary,boys,2.48
Gujarat,ST,2017-18,upper primary,boys,11.06
Gujarat,OBC,2017-18,upper primary,boys,6.68
Gujarat,Overall,2017-18,upper primary,boys,5.57
Haryana,General,2017-18,upper primary,boys,0
Haryana,SC,2017-18,upper primary,boys,0.8
Haryana,ST,2017-18,upper primary,boys,0
Haryana,OBC,2017-18,upper primary,boys,2.84
Haryana,Overall,2017-18,upper primary,boys,0
Himachal Pradesh,General,2017-18,upper primary,boys,1.04
Himachal Pradesh,SC,2017-18,upper primary,boys,0.38
Himachal Pradesh,ST,2017-18,upper primary,boys,0
Himachal Pradesh,OBC,2017-18,upper primary,boys,0
Himachal Pradesh,Overall,2017-18,upper primary,boys,0.41
Jammu & Kashmir,General,2017-18,upper primary,boys,0
Jammu & Kashmir,SC,2017-18,upper primary,boys,3.21
Jammu & Kashmir,ST,2017-18,upper primary,boys,6.5
Jammu & Kashmir,OBC,2017-18,upper primary,boys,16.25
Jammu & Kashmir,Overall,2017-18,upper primary,boys,1.9
Jharkhand,General,2017-18,upper primary,boys,0
Jharkhand,SC,2017-18,upper primary,boys,0
Jharkhand,ST,2017-18,upper primary,boys,2.72
Jharkhand,OBC,2017-18,upper primary,boys,0.46
Jharkhand,Overall,2017-18,upper primary,boys,0.18
Karnataka,General,2017-18,upper primary,boys,8.51
Karnataka,SC,2017-18,upper primary,boys,2.85
Karnataka,ST,2017-18,upper primary,boys,3.39
Karnataka,OBC,2017-18,upper primary,boys,0.83
Karnataka,Overall,2017-18,upper primary,boys,2.51
Kerala,General,2017-18,upper primary,boys,1.09
Kerala,SC,2017-18,upper primary,boys,0
Kerala,ST,2017-18,upper primary,boys,0
Kerala,OBC,2017-18,upper primary,boys,0
Kerala,Overall,2017-18,upper primary,boys,0
Lakshadweep,General,2017-18,upper primary,boys,33.33
Lakshadweep,SC,2017-18,upper primary,boys,0
Lakshadweep,ST,2017-18,upper primary,boys,0.2
Lakshadweep,OBC,2017-18,upper primary,boys,92.86
Lakshadweep,Overall,2017-18,upper primary,boys,1.05
Madhya Pradesh,General,2017-18,upper primary,boys,3.58
Madhya Pradesh,SC,2017-18,upper primary,boys,4.77
Madhya Pradesh,ST,2017-18,upper primary,boys,10.2
Madhya Pradesh,OBC,2017-18,upper primary,boys,4.38
Madhya Pradesh,Overall,2017-18,upper primary,boys,5.67
Maharashtra,General,2017-18,upper primary,boys,0.47
Maharashtra,SC,2017-18,upper primary,boys,0.9
Maharashtra,ST,2017-18,upper primary,boys,5.31
Maharashtra,OBC,2017-18,upper primary,boys,1.1
Maharashtra,Overall,2017-18,upper primary,boys,1.29
Manipur,General,2017-18,upper primary,boys,0
Manipur,SC,2017-18,upper primary,boys,1.52
Manipur,ST,2017-18,upper primary,boys,0
Manipur,OBC,2017-18,upper primary,boys,0.98
Manipur,Overall,2017-18,upper primary,boys,0
Meghalaya,General,2017-18,upper primary,boys,0.29
Meghalaya,SC,2017-18,upper primary,boys,0
Meghalaya,ST,2017-18,upper primary,boys,7.06
Meghalaya,OBC,2017-18,upper primary,boys,6.82
Meghalaya,Overall,2017-18,upper primary,boys,6.43
Mizoram,General,2017-18,upper primary,boys,18.5
Mizoram,SC,2017-18,upper primary,boys,0
Mizoram,ST,2017-18,upper primary,boys,8.36
Mizoram,OBC,2017-18,upper primary,boys,0
Mizoram,Overall,2017-18,upper primary,boys,8.22
Nagaland,General,2017-18,upper primary,boys,10.19
Nagaland,SC,2017-18,upper primary,boys,7.11
Nagaland,ST,2017-18,upper primary,boys,3.55
Nagaland,OBC,2017-18,upper primary,boys,0
Nagaland,Overall,2017-18,upper primary,boys,3.82
Odisha,General,2017-18,upper primary,boys,6.95
Odisha,SC,2017-18,upper primary,boys,3.95
Odisha,ST,2017-18,upper primary,boys,10.77
Odisha,OBC,2017-18,upper primary,boys,3.02
Odisha,Overall,2017-18,upper primary,boys,5.88
Puducherry,General,2017-18,upper primary,boys,0
Puducherry,SC,2017-18,upper primary,boys,1.78
Puducherry,ST,2017-18,upper primary,boys,0
Puducherry,OBC,2017-18,upper primary,boys,5.88
Puducherry,Overall,2017-18,upper primary,boys,2.31
Punjab,General,2017-18,upper primary,boys,5.33
Punjab,SC,2017-18,upper primary,boys,4.45
Punjab,ST,2017-18,upper primary,boys,0
Punjab,OBC,2017-18,upper primary,boys,0
Punjab,Overall,2017-18,upper primary,boys,4.07
Rajasthan,General,2017-18,upper primary,boys,2.19
Rajasthan,SC,2017-18,upper primary,boys,3.75
Rajasthan,ST,2017-18,upper primary,boys,5.19
Rajasthan,OBC,2017-18,upper primary,boys,0.79
Rajasthan,Overall,2017-18,upper primary,boys,2.25
Sikkim,General,2017-18,upper primary,boys,17.36
Sikkim,SC,2017-18,upper primary,boys,0
Sikkim,ST,2017-18,upper primary,boys,0
Sikkim,OBC,2017-18,upper primary,boys,0
Sikkim,Overall,2017-18,upper primary,boys,1.9
Tamilnadu,General,2017-18,upper primary,boys,1.98
Tamilnadu,SC,2017-18,upper primary,boys,8.44
Tamilnadu,ST,2017-18,upper primary,boys,10.21
Tamilnadu,OBC,2017-18,upper primary,boys,9.27
Tamilnadu,Overall,2017-18,upper primary,boys,8.83
Telangana,General,2017-18,upper primary,boys,2.6
Telangana,SC,2017-18,upper primary,boys,3.59
Telangana,ST,2017-18,upper primary,boys,5.15
Telangana,OBC,2017-18,upper primary,boys,2.67
Telangana,Overall,2017-18,upper primary,boys,3.09
Tripura,General,2017-18,upper primary,boys,6.72
Tripura,SC,2017-18,upper primary,boys,2.54
Tripura,ST,2017-18,upper primary,boys,3.91
Tripura,OBC,2017-18,upper primary,boys,0
Tripura,Overall,2017-18,upper primary,boys,3.35
Uttarakhand,General,2017-18,upper primary,boys,0
Uttarakhand,SC,2017-18,upper primary,boys,3.78
Uttarakhand,ST,2017-18,upper primary,boys,5.95
Uttarakhand,OBC,2017-18,upper primary,boys,6.65
Uttarakhand,Overall,2017-18,upper primary,boys,2.14
Uttar Pradesh,General,2017-18,upper primary,boys,2.76
Uttar Pradesh,SC,2017-18,upper primary,boys,11.47
Uttar Pradesh,ST,2017-18,upper primary,boys,0
Uttar Pradesh,OBC,2017-18,upper primary,boys,2.95
Uttar Pradesh,Overall,2017-18,upper primary,boys,5.04
West Bengal,General,2017-18,upper primary,boys,5.58
West Bengal,SC,2017-18,upper primary,boys,0
West Bengal,ST,2017-18,upper primary,boys,0
West Bengal,OBC,2017-18,upper primary,boys,0
West Bengal,Overall,2017-18,upper primary,boys,0.46
All India,Overall,2017-18,upper primary,boys,4.49
Andaman & Nicobar Islands,General,2018-19,upper primary,boys,1.05
Andaman & Nicobar Islands,SC,2018-19,upper primary,boys,0
Andaman & Nicobar Islands,ST,2018-19,upper primary,boys,0
Andaman & Nicobar Islands,OBC,2018-19,upper primary,boys,0
Andaman & Nicobar Islands,Overall,2018-19,upper primary,boys,0
Andhra Pradesh,General,2018-19,upper primary,boys,0.52
Andhra Pradesh,SC,2018-19,upper primary,boys,1.71
Andhra Pradesh,ST,2018-19,upper primary,boys,5.18
Andhra Pradesh,OBC,2018-19,upper primary,boys,0.95
Andhra Pradesh,Overall,2018-19,upper primary,boys,1.25
Arunachal Pradesh,General,2018-19,upper primary,boys,12.57
Arunachal Pradesh,SC,2018-19,upper primary,boys,0
Arunachal Pradesh,ST,2018-19,upper primary,boys,6.6
Arunachal Pradesh,OBC,2018-19,upper primary,boys,0
Arunachal Pradesh,Overall,2018-19,upper primary,boys,6.34
Assam,General,2018-19,upper primary,boys,4.85
Assam,SC,2018-19,upper primary,boys,0.43
Assam,ST,2018-19,upper primary,boys,0.05
Assam,OBC,2018-19,upper primary,boys,2.83
Assam,Overall,2018-19,upper primary,boys,3.14
Bihar,General,2018-19,upper primary,boys,6.02
Bihar,SC,2018-19,upper primary,boys,17.2
Bihar,ST,2018-19,upper primary,boys,4.13
Bihar,OBC,2018-19,upper primary,boys,13.25
Bihar,Overall,2018-19,upper primary,boys,12.74
Chandigarh,General,2018-19,upper primary,boys,1.16
Chandigarh,SC,2018-19,upper primary,boys,0
Chandigarh,ST,2018-19,upper primary,boys,12.7
Chandigarh,OBC,2018-19,upper primary,boys,0
Chandigarh,Overall,2018-19,upper primary,boys,0
Chhattisgarh,General,2018-19,upper primary,boys,4.48
Chhattisgarh,SC,2018-19,upper primary,boys,9.97
Chhattisgarh,ST,2018-19,upper primary,boys,12.39
Chhattisgarh,OBC,2018-19,upper primary,boys,4.42
Chhattisgarh,Overall,2018-19,upper primary,boys,7.75
Dadra & Nagar Haveli,General,2018-19,upper primary,boys,2.74
Dadra & Nagar Haveli,SC,2018-19,upper primary,boys,0
Dadra & Nagar Haveli,ST,2018-19,upper primary,boys,2.56
Dadra & Nagar Haveli,OBC,2018-19,upper primary,boys,0
Dadra & Nagar Haveli,Overall,2018-19,upper primary,boys,2.17
Daman & Diu,General,2018-19,upper primary,boys,2.8
Daman & Diu,SC,2018-19,upper primary,boys,0
Daman & Diu,ST,2018-19,upper primary,boys,0
Daman & Diu,OBC,2018-19,upper primary,boys,1.03
Daman & Diu,Overall,2018-19,upper primary,boys,0.89
Delhi,General,2018-19,upper primary,boys,2.79
Delhi,SC,2018-19,upper primary,boys,0
Delhi,ST,2018-19,upper primary,boys,0
Delhi,OBC,2018-19,upper primary,boys,0
Delhi,Overall,2018-19,upper primary,boys,1.27
Goa,General,2018-19,upper primary,boys,1.56
Goa,SC,2018-19,upper primary,boys,0
Goa,ST,2018-19,upper primary,boys,0
Goa,OBC,2018-19,upper primary,boys,0
Goa,Overall,2018-19,upper primary,boys,0.73
Gujarat,General,2018-19,upper primary,boys,0
Gujarat,SC,2018-19,upper primary,boys,10.71
Gujarat,ST,2018-19,upper primary,boys,9.92
Gujarat,OBC,2018-19,upper primary,boys,8.53
Gujarat,Overall,2018-19,upper primary,boys,5.9
Haryana,General,2018-19,upper primary,boys,0
Haryana,SC,2018-19,upper primary,boys,2.49
Haryana,ST,2018-19,upper primary,boys,0
Haryana,OBC,2018-19,upper primary,boys,4.17
Haryana,Overall,2018-19,upper primary,boys,1.67
Himachal Pradesh,General,2018-19,upper primary,boys,1.29
Himachal Pradesh,SC,2018-19,upper primary,boys,0
Himachal Pradesh,ST,2018-19,upper primary,boys,0
Himachal Pradesh,OBC,2018-19,upper primary,boys,0
Himachal Pradesh,Overall,2018-19,upper primary,boys,0.24
Jammu & Kashmir,General,2018-19,upper primary,boys,2.75
Jammu & Kashmir,SC,2018-19,upper primary,boys,5.58
Jammu & Kashmir,ST,2018-19,upper primary,boys,10.26
Jammu & Kashmir,OBC,2018-19,upper primary,boys,22.69
Jammu & Kashmir,Overall,2018-19,upper primary,boys,5.69
Jharkhand,General,2018-19,upper primary,boys,1.74
Jharkhand,SC,2018-19,upper primary,boys,13.13
Jharkhand,ST,2018-19,upper primary,boys,13.63
Jharkhand,OBC,2018-19,upper primary,boys,10.69
Jharkhand,Overall,2018-19,upper primary,boys,10.68
Karnataka,General,2018-19,upper primary,boys,5.98
Karnataka,SC,2018-19,upper primary,boys,0.14
Karnataka,ST,2018-19,upper primary,boys,1.12
Karnataka,OBC,2018-19,upper primary,boys,0
Karnataka,Overall,2018-19,upper primary,boys,0
Kerala,General,2018-19,upper primary,boys,0
Kerala,SC,2018-19,upper primary,boys,0.76
Kerala,ST,2018-19,upper primary,boys,0
Kerala,OBC,2018-19,upper primary,boys,0.76
Kerala,Overall,2018-19,upper primary,boys,0.12
Lakshadweep,General,2018-19,upper primary,boys,0
Lakshadweep,SC,2018-19,upper primary,boys,50
Lakshadweep,ST,2018-19,upper primary,boys,0
Lakshadweep,OBC,2018-19,upper primary,boys,0
Lakshadweep,Overall,2018-19,upper primary,boys,0
Madhya Pradesh,General,2018-19,upper primary,boys,3.4
Madhya Pradesh,SC,2018-19,upper primary,boys,6.16
Madhya Pradesh,ST,2018-19,upper primary,boys,7.26
Madhya Pradesh,OBC,2018-19,upper primary,boys,4.27
Madhya Pradesh,Overall,2018-19,upper primary,boys,5.17
Maharashtra,General,2018-19,upper primary,boys,0.54
Maharashtra,SC,2018-19,upper primary,boys,0.36
Maharashtra,ST,2018-19,upper primary,boys,4.21
Maharashtra,OBC,2018-19,upper primary,boys,3.1
Maharashtra,Overall,2018-19,upper primary,boys,1.8
Manipur,General,2018-19,upper primary,boys,0.16
Manipur,SC,2018-19,upper primary,boys,2.56
Manipur,ST,2018-19,upper primary,boys,2.71
Manipur,OBC,2018-19,upper primary,boys,8.49
Manipur,Overall,2018-19,upper primary,boys,3.97
Meghalaya,General,2018-19,upper primary,boys,7.39
Meghalaya,SC,2018-19,upper primary,boys,0
Meghalaya,ST,2018-19,upper primary,boys,11.74
Meghalaya,OBC,2018-19,upper primary,boys,11.33
Meghalaya,Overall,2018-19,upper primary,boys,10.94
Mizoram,General,2018-19,upper primary,boys,0
Mizoram,SC,2018-19,upper primary,boys,0
Mizoram,ST,2018-19,upper primary,boys,4.75
Mizoram,OBC,2018-19,upper primary,boys,0
Mizoram,Overall,2018-19,upper primary,boys,3.83
Nagaland,General,2018-19,upper primary,boys,4.03
Nagaland,SC,2018-19,upper primary,boys,2.12
Nagaland,ST,2018-19,upper primary,boys,6.13
Nagaland,OBC,2018-19,upper primary,boys,24.5
Nagaland,Overall,2018-19,upper primary,boys,6.36
Odisha,General,2018-19,upper primary,boys,0.7
Odisha,SC,2018-19,upper primary,boys,7.07
Odisha,ST,2018-19,upper primary,boys,7.68
Odisha,OBC,2018-19,upper primary,boys,3.41
Odisha,Overall,2018-19,upper primary,boys,4.91
Puducherry,General,2018-19,upper primary,boys,40.4
Puducherry,SC,2018-19,upper primary,boys,0
Puducherry,ST,2018-19,upper primary,boys,11.39
Puducherry,OBC,2018-19,upper primary,boys,0
Puducherry,Overall,2018-19,upper primary,boys,0.12
Punjab,General,2018-19,upper primary,boys,2.34
Punjab,SC,2018-19,upper primary,boys,4.64
Punjab,ST,2018-19,upper primary,boys,7.58
Punjab,OBC,2018-19,upper primary,boys,0.59
Punjab,Overall,2018-19,upper primary,boys,2.92
Rajasthan,General,2018-19,upper primary,boys,4.76
Rajasthan,SC,2018-19,upper primary,boys,4.63
Rajasthan,ST,2018-19,upper primary,boys,6.4
Rajasthan,OBC,2018-19,upper primary,boys,1.29
Rajasthan,Overall,2018-19,upper primary,boys,3.28
Sikkim,General,2018-19,upper primary,boys,5.31
Sikkim,SC,2018-19,upper primary,boys,5.08
Sikkim,ST,2018-19,upper primary,boys,2.6
Sikkim,OBC,2018-19,upper primary,boys,0
Sikkim,Overall,2018-19,upper primary,boys,1.67
Tamilnadu,General,2018-19,upper primary,boys,12.29
Tamilnadu,SC,2018-19,upper primary,boys,0
Tamilnadu,ST,2018-19,upper primary,boys,0
Tamilnadu,OBC,2018-19,upper primary,boys,1.14
Tamilnadu,Overall,2018-19,upper primary,boys,0.23
Telangana,General,2018-19,upper primary,boys,0
Telangana,SC,2018-19,upper primary,boys,2.07
Telangana,ST,2018-19,upper primary,boys,5.06
Telangana,OBC,2018-19,upper primary,boys,4.62
Telangana,Overall,2018-19,upper primary,boys,3.01
Tripura,General,2018-19,upper primary,boys,1.82
Tripura,SC,2018-19,upper primary,boys,3.8
Tripura,ST,2018-19,upper primary,boys,7.57
Tripura,OBC,2018-19,upper primary,boys,4.79
Tripura,Overall,2018-19,upper primary,boys,5
Uttarakhand,General,2018-19,upper primary,boys,1.31
Uttarakhand,SC,2018-19,upper primary,boys,4.61
Uttarakhand,ST,2018-19,upper primary,boys,2.09
Uttarakhand,OBC,2018-19,upper primary,boys,8.99
Uttarakhand,Overall,2018-19,upper primary,boys,4.02
Uttar Pradesh,General,2018-19,upper primary,boys,1.66
Uttar Pradesh,SC,2018-19,upper primary,boys,7.69
Uttar Pradesh,ST,2018-19,upper primary,boys,0.26
Uttar Pradesh,OBC,2018-19,upper primary,boys,1.59
Uttar Pradesh,Overall,2018-19,upper primary,boys,3.18
West Bengal,General,2018-19,upper primary,boys,4.44
West Bengal,SC,2018-19,upper primary,boys,2.88
West Bengal,ST,2018-19,upper primary,boys,7.2
West Bengal,OBC,2018-19,upper primary,boys,1.06
West Bengal,Overall,2018-19,upper primary,boys,3.6
All India,Overall,2018-19,upper primary,boys,4.26
Andaman & Nicobar Islands,General,2019-20,upper primary,boys,0
Andaman & Nicobar Islands,SC,2019-20,upper primary,boys,95.74
